date,amount,amount_other,balance,account_id,business_NAF_code,user_id,month_sin,month_cos,month_week_sin,month_week_cos
2020-04-13,-1543.05,1549.0,2510.41,1,9001Z,112,0.87,-0.5,-0.587785252292473,-0.8090169943749475
2020-04-20,-250.45,470.0,2729.96,1,9001Z,112,0.87,-0.5,-0.9510565162951536,0.30901699437494723
2020-04-27,-302.52,154.95,2582.39,1,9001Z,112,0.87,-0.5,-2.4492935982947064e-16,1.0
2020-05-04,-499.43,715.0,2797.96,1,9001Z,112,0.5,-0.87,0.5877852522924732,-0.8090169943749473
2020-05-11,-2576.13,2376.4,2598.23,1,9001Z,112,0.5,-0.87,-0.587785252292473,-0.8090169943749475
2020-05-18,-707.13,786.76,2677.86,1,9001Z,112,0.5,-0.87,-0.9510565162951536,0.30901699437494723
2020-05-25,-2377.38,2650.91,2951.39,1,9001Z,112,0.5,-0.87,-2.4492935982947064e-16,1.0
2020-06-01,-2420.8,3822.7,4353.29,1,9001Z,112,0.0,-1.0,0.9510565162951535,0.30901699437494745
2020-06-08,-3997.69,2595.09,2950.69,1,9001Z,112,0.0,-1.0,0.5877852522924732,-0.8090169943749473
2020-06-15,-1043.48,1382.94,3290.15,1,9001Z,112,0.0,-1.0,-0.587785252292473,-0.8090169943749475
2020-06-22,-531.63,297.0,3055.52,1,9001Z,112,0.0,-1.0,-0.9510565162951536,0.30901699437494723
2020-06-29,-730.79,786.93,3111.66,1,9001Z,112,0.0,-1.0,-2.4492935982947064e-16,1.0
2020-07-06,-710.85,545.35,2946.16,1,9001Z,112,-0.5,-0.87,0.5877852522924732,-0.8090169943749473
2020-07-13,-138.76,240.97,3048.37,1,9001Z,112,-0.5,-0.87,-0.587785252292473,-0.8090169943749475
2020-07-20,-20.0,358.59,3386.96,1,9001Z,112,-0.5,-0.87,-0.9510565162951536,0.30901699437494723
2020-07-27,-3646.98,488.34,228.32,1,9001Z,112,-0.5,-0.87,-2.4492935982947064e-16,1.0
2020-08-03,-998.91,1747.93,977.34,1,9001Z,112,-0.87,-0.5,0.5877852522924732,-0.8090169943749473
2020-08-10,-1019.01,163.0,121.33,1,9001Z,112,-0.87,-0.5,-0.587785252292473,-0.8090169943749475
2020-08-17,-746.68,1150.0,524.65,1,9001Z,112,-0.87,-0.5,-0.9510565162951536,0.30901699437494723
2020-08-24,-1949.45,1605.5,180.7,1,9001Z,112,-0.87,-0.5,-2.4492935982947064e-16,1.0
2020-08-31,-2949.93,3277.5,508.27,1,9001Z,112,-0.87,-0.5,0.9510565162951535,0.30901699437494773
2020-09-07,-934.15,543.3,117.42,1,9001Z,112,-1.0,-0.0,0.5877852522924732,-0.8090169943749473
2020-09-14,-2719.71,2624.55,22.26,1,9001Z,112,-1.0,-0.0,-0.587785252292473,-0.8090169943749475
2020-09-21,-531.99,909.55,399.82,1,9001Z,112,-1.0,-0.0,-0.9510565162951536,0.30901699437494723
2020-09-28,-1600.17,734.69,-465.66,1,9001Z,112,-1.0,-0.0,-2.4492935982947064e-16,1.0
2019-07-15,-170.7,1405.47,-1265.23,2,4932Z,104,-0.5,-0.87,-0.587785252292473,-0.8090169943749475
2019-07-22,-1069.23,1052.18,-1282.28,2,4932Z,104,-0.5,-0.87,-0.9510565162951536,0.30901699437494723
2019-07-29,-1040.13,860.8,-1461.61,2,4932Z,104,-0.5,-0.87,-2.4492935982947064e-16,1.0
2019-08-05,-555.58,974.53,-1042.66,2,4932Z,104,-0.87,-0.5,0.5877852522924732,-0.8090169943749473
2019-08-12,-1489.7,1973.0,-559.36,2,4932Z,104,-0.87,-0.5,-0.587785252292473,-0.8090169943749475
2019-08-19,-951.72,2231.91,720.83,2,4932Z,104,-0.87,-0.5,-0.9510565162951536,0.30901699437494723
2019-08-26,-469.86,1956.13,2207.1,2,4932Z,104,-0.87,-0.5,-2.4492935982947064e-16,1.0
2019-09-02,-1022.06,2597.74,3782.78,2,4932Z,104,-1.0,-0.0,0.5877852522924732,-0.8090169943749473
2019-09-09,-2880.67,843.41,1745.52,2,4932Z,104,-1.0,-0.0,-0.587785252292473,-0.8090169943749475
2019-09-16,-596.58,542.83,1691.77,2,4932Z,104,-1.0,-0.0,-0.9510565162951536,0.30901699437494723
2019-09-23,-1314.12,1854.96,2232.61,2,4932Z,104,-1.0,-0.0,-2.4492935982947064e-16,1.0
2019-09-30,-1095.7,1508.63,2645.54,2,4932Z,104,-1.0,-0.0,0.9510565162951535,0.30901699437494773
2019-10-07,-1436.31,1118.43,2327.66,2,4932Z,104,-0.87,0.5,0.5877852522924732,-0.8090169943749473
2019-10-14,-1482.17,1128.42,1973.91,2,4932Z,104,-0.87,0.5,-0.587785252292473,-0.8090169943749475
2019-10-21,-1105.42,269.24,1137.73,2,4932Z,104,-0.87,0.5,-0.9510565162951536,0.30901699437494723
2019-10-28,-806.96,1663.24,1994.01,2,4932Z,104,-0.87,0.5,-2.4492935982947064e-16,1.0
2019-11-04,-1465.18,1427.87,1956.7,2,4932Z,104,-0.5,0.87,0.5877852522924732,-0.8090169943749473
2019-11-11,-2952.86,15.53,-980.63,2,4932Z,104,-0.5,0.87,-0.587785252292473,-0.8090169943749475
2019-11-18,-514.15,1606.28,111.5,2,4932Z,104,-0.5,0.87,-0.9510565162951536,0.30901699437494723
2019-11-25,-796.11,990.19,305.58,2,4932Z,104,-0.5,0.87,-2.4492935982947064e-16,1.0
2019-12-02,-313.5,661.34,653.42,2,4932Z,104,-0.0,1.0,0.5877852522924732,-0.8090169943749473
2019-12-09,-1095.9,509.27,66.79,2,4932Z,104,-0.0,1.0,-0.587785252292473,-0.8090169943749475
2019-12-16,-643.25,1998.66,1422.2,2,4932Z,104,-0.0,1.0,-0.9510565162951536,0.30901699437494723
2019-12-23,-750.09,2026.64,2698.75,2,4932Z,104,-0.0,1.0,-2.4492935982947064e-16,1.0
2019-12-30,-2348.59,667.24,1017.4,2,4932Z,104,-0.0,1.0,-0.9510565162951529,0.30901699437494956
2020-01-06,-1142.0,1484.64,1360.04,2,4932Z,104,0.5,0.87,0.5877852522924732,-0.8090169943749473
2020-01-13,-1025.41,938.69,1273.32,2,4932Z,104,0.5,0.87,-0.587785252292473,-0.8090169943749475
2020-01-20,-878.21,1800.01,2195.12,2,4932Z,104,0.5,0.87,-0.9510565162951536,0.30901699437494723
2020-01-27,-1859.32,1307.77,1643.57,2,4932Z,104,0.5,0.87,-2.4492935982947064e-16,1.0
2020-02-03,-1246.26,1029.44,1426.75,2,4932Z,104,0.87,0.5,0.5877852522924732,-0.8090169943749473
2020-02-10,-1537.57,1328.74,1217.92,2,4932Z,104,0.87,0.5,-0.587785252292473,-0.8090169943749475
2020-02-17,-2066.15,608.15,-240.08,2,4932Z,104,0.87,0.5,-0.9510565162951536,0.30901699437494723
2020-02-24,-160.99,39.8,-361.27,2,4932Z,104,0.87,0.5,-2.4492935982947064e-16,1.0
2020-03-02,-443.79,653.35,-151.71,2,4932Z,104,1.0,0.0,0.5877852522924732,-0.8090169943749473
2020-03-09,-547.0,1302.09,603.38,2,4932Z,104,1.0,0.0,-0.587785252292473,-0.8090169943749475
2020-03-16,-1078.71,1169.52,694.19,2,4932Z,104,1.0,0.0,-0.9510565162951536,0.30901699437494723
2020-03-23,-1134.13,401.86,-38.08,2,4932Z,104,1.0,0.0,-2.4492935982947064e-16,1.0
2020-03-30,-584.78,427.12,-195.74,2,4932Z,104,1.0,0.0,0.9510565162951535,0.30901699437494773
2020-04-06,0.0,539.53,343.79,2,4932Z,104,0.87,-0.5,0.5877852522924732,-0.8090169943749473
2020-04-13,-1569.8,1506.21,280.2,2,4932Z,104,0.87,-0.5,-0.587785252292473,-0.8090169943749475
2020-04-20,-884.28,924.73,320.65,2,4932Z,104,0.87,-0.5,-0.9510565162951536,0.30901699437494723
2020-04-27,-677.43,498.49,141.71,2,4932Z,104,0.87,-0.5,-2.4492935982947064e-16,1.0
2020-05-04,-500.0,427.54,69.25,2,4932Z,104,0.5,-0.87,0.5877852522924732,-0.8090169943749473
2020-05-11,-1219.59,1540.54,390.2,2,4932Z,104,0.5,-0.87,-0.587785252292473,-0.8090169943749475
2020-05-18,-500.0,579.79,469.99,2,4932Z,104,0.5,-0.87,-0.9510565162951536,0.30901699437494723
2020-05-25,-950.38,1494.44,1014.05,2,4932Z,104,0.5,-0.87,-2.4492935982947064e-16,1.0
2020-06-01,-1000.0,660.05,674.1,2,4932Z,104,0.0,-1.0,0.9510565162951535,0.30901699437494745
2020-06-08,-1875.65,1859.23,657.68,2,4932Z,104,0.0,-1.0,0.5877852522924732,-0.8090169943749473
2020-06-15,-841.89,960.35,776.14,2,4932Z,104,0.0,-1.0,-0.587785252292473,-0.8090169943749475
2020-06-22,-99.29,769.34,1446.19,2,4932Z,104,0.0,-1.0,-0.9510565162951536,0.30901699437494723
2020-06-29,-1627.14,783.11,602.16,2,4932Z,104,0.0,-1.0,-2.4492935982947064e-16,1.0
2020-07-06,-219.0,677.78,1060.94,2,4932Z,104,-0.5,-0.87,0.5877852522924732,-0.8090169943749473
2020-07-13,-1315.98,719.51,464.47,2,4932Z,104,-0.5,-0.87,-0.587785252292473,-0.8090169943749475
2020-07-20,-230.49,872.9,1106.88,2,4932Z,104,-0.5,-0.87,-0.9510565162951536,0.30901699437494723
2020-07-27,-1791.8,1564.23,879.31,2,4932Z,104,-0.5,-0.87,-2.4492935982947064e-16,1.0
2020-08-03,-1398.4,912.0,392.91,2,4932Z,104,-0.87,-0.5,0.5877852522924732,-0.8090169943749473
2020-08-10,-1253.83,662.76,-198.16,2,4932Z,104,-0.87,-0.5,-0.587785252292473,-0.8090169943749475
2020-08-17,-48.5,826.62,579.96,2,4932Z,104,-0.87,-0.5,-0.9510565162951536,0.30901699437494723
2020-08-24,-298.39,1875.9,2157.47,2,4932Z,104,-0.87,-0.5,-2.4492935982947064e-16,1.0
2020-08-31,-827.9,740.9,2070.47,2,4932Z,104,-0.87,-0.5,0.9510565162951535,0.30901699437494773
2020-09-07,-2735.0,1662.93,998.4,2,4932Z,104,-1.0,-0.0,0.5877852522924732,-0.8090169943749473
2020-09-14,-970.44,341.45,369.41,2,4932Z,104,-1.0,-0.0,-0.587785252292473,-0.8090169943749475
2020-09-21,-396.09,528.99,502.31,2,4932Z,104,-1.0,-0.0,-0.9510565162951536,0.30901699437494723
2020-09-28,-153.48,23.98,372.81,2,4932Z,104,-1.0,-0.0,-2.4492935982947064e-16,1.0
2020-01-20,0.0,5.61,380.61,5,5320Z,143,0.5,0.87,-0.9510565162951536,0.30901699437494723
2020-01-27,0.0,77.94,458.55,5,5320Z,143,0.5,0.87,-2.4492935982947064e-16,1.0
2020-02-03,0.0,212.6,671.15,5,5320Z,143,0.87,0.5,0.5877852522924732,-0.8090169943749473
2020-02-10,-147.88,42.69,565.96,5,5320Z,143,0.87,0.5,-0.587785252292473,-0.8090169943749475
2020-02-17,0.0,0.0,565.96,5,5320Z,143,0.87,0.5,-0.9510565162951536,0.30901699437494723
2020-02-24,-195.48,237.99,608.47,5,5320Z,143,0.87,0.5,-2.4492935982947064e-16,1.0
2020-03-02,-232.4,0.0,376.07,5,5320Z,143,1.0,0.0,0.5877852522924732,-0.8090169943749473
2020-03-09,0.0,0.0,376.07,5,5320Z,143,1.0,0.0,-0.587785252292473,-0.8090169943749475
2020-03-16,0.0,0.0,376.07,5,5320Z,143,1.0,0.0,-0.9510565162951536,0.30901699437494723
2020-03-23,-11.88,171.0,535.19,5,5320Z,143,1.0,0.0,-2.4492935982947064e-16,1.0
2020-03-30,-35.34,48.14,547.99,5,5320Z,143,1.0,0.0,0.9510565162951535,0.30901699437494773
2020-04-06,-507.46,437.2,477.73,5,5320Z,143,0.87,-0.5,0.5877852522924732,-0.8090169943749473
2020-04-13,-45.25,0.0,432.48,5,5320Z,143,0.87,-0.5,-0.587785252292473,-0.8090169943749475
2020-04-20,-490.94,641.48,583.02,5,5320Z,143,0.87,-0.5,-0.9510565162951536,0.30901699437494723
2020-04-27,-117.28,419.96,885.7,5,5320Z,143,0.87,-0.5,-2.4492935982947064e-16,1.0
2020-05-04,-299.0,354.28,940.98,5,5320Z,143,0.5,-0.87,0.5877852522924732,-0.8090169943749473
2020-05-11,-654.2,368.52,655.3,5,5320Z,143,0.5,-0.87,-0.587785252292473,-0.8090169943749475
2020-05-18,-267.66,168.11,555.75,5,5320Z,143,0.5,-0.87,-0.9510565162951536,0.30901699437494723
2020-05-25,-590.27,889.19,854.67,5,5320Z,143,0.5,-0.87,-2.4492935982947064e-16,1.0
2020-06-01,-727.39,252.14,379.42,5,5320Z,143,0.0,-1.0,0.9510565162951535,0.30901699437494745
2020-06-08,-152.96,190.17,416.63,5,5320Z,143,0.0,-1.0,0.5877852522924732,-0.8090169943749473
2020-06-15,-40.71,25.28,401.2,5,5320Z,143,0.0,-1.0,-0.587785252292473,-0.8090169943749475
2020-06-22,-76.54,955.24,1279.9,5,5320Z,143,0.0,-1.0,-0.9510565162951536,0.30901699437494723
2020-06-29,-55.0,0.0,1224.9,5,5320Z,143,0.0,-1.0,-2.4492935982947064e-16,1.0
2020-07-06,0.0,25.0,1249.9,5,5320Z,143,-0.5,-0.87,0.5877852522924732,-0.8090169943749473
2020-07-13,-1247.54,0.0,2.36,5,5320Z,143,-0.5,-0.87,-0.587785252292473,-0.8090169943749475
2020-07-20,0.0,0.0,2.36,5,5320Z,143,-0.5,-0.87,-0.9510565162951536,0.30901699437494723
2020-07-27,-51.2,0.0,-48.84,5,5320Z,143,-0.5,-0.87,-2.4492935982947064e-16,1.0
2020-08-03,0.0,0.0,-48.84,5,5320Z,143,-0.87,-0.5,0.5877852522924732,-0.8090169943749473
2020-08-10,0.0,3.58,-45.26,5,5320Z,143,-0.87,-0.5,-0.587785252292473,-0.8090169943749475
2020-08-17,-11.88,60.13,2.99,5,5320Z,143,-0.87,-0.5,-0.9510565162951536,0.30901699437494723
2020-08-24,0.0,0.0,2.99,5,5320Z,143,-0.87,-0.5,-2.4492935982947064e-16,1.0
2020-08-31,0.0,0.0,2.99,5,5320Z,143,-0.87,-0.5,0.9510565162951535,0.30901699437494773
2020-09-07,0.0,0.0,2.99,5,5320Z,143,-1.0,-0.0,0.5877852522924732,-0.8090169943749473
2020-09-14,-143.88,140.99,0.1,5,5320Z,143,-1.0,-0.0,-0.587785252292473,-0.8090169943749475
2019-06-24,0.0,50.0,-7118.92,7,9101Z,35,0.0,-1.0,-2.4492935982947064e-16,1.0
2019-07-01,-17.0,111.98,-7023.94,7,9101Z,35,-0.5,-0.87,0.9510565162951535,0.30901699437494745
2019-07-08,-344.0,838.5,-6529.44,7,9101Z,35,-0.5,-0.87,0.5877852522924732,-0.8090169943749473
2019-07-15,-391.81,187.76,-6733.49,7,9101Z,35,-0.5,-0.87,-0.587785252292473,-0.8090169943749475
2019-07-22,-903.29,1007.0,-6629.78,7,9101Z,35,-0.5,-0.87,-0.9510565162951536,0.30901699437494723
2019-07-29,-615.28,180.0,-7065.06,7,9101Z,35,-0.5,-0.87,-2.4492935982947064e-16,1.0
2019-08-05,-357.13,280.0,-7142.19,7,9101Z,35,-0.87,-0.5,0.5877852522924732,-0.8090169943749473
2019-08-12,-173.13,220.0,-7095.32,7,9101Z,35,-0.87,-0.5,-0.587785252292473,-0.8090169943749475
2019-08-19,-715.93,850.0,-6961.25,7,9101Z,35,-0.87,-0.5,-0.9510565162951536,0.30901699437494723
2019-08-26,-563.87,800.0,-6725.12,7,9101Z,35,-0.87,-0.5,-2.4492935982947064e-16,1.0
2019-09-02,-648.37,800.0,-6573.49,7,9101Z,35,-1.0,-0.0,0.5877852522924732,-0.8090169943749473
2019-09-09,-1648.68,1080.0,-7142.17,7,9101Z,35,-1.0,-0.0,-0.587785252292473,-0.8090169943749475
2019-09-16,-2250.0,2230.0,-7162.17,7,9101Z,35,-1.0,-0.0,-0.9510565162951536,0.30901699437494723
2019-09-23,-404.9,400.0,-7167.07,7,9101Z,35,-1.0,-0.0,-2.4492935982947064e-16,1.0
2019-09-30,0.0,0.0,-7167.07,7,9101Z,35,-1.0,-0.0,0.9510565162951535,0.30901699437494773
2019-10-07,-843.41,2625.0,-5385.48,7,9101Z,35,-0.87,0.5,0.5877852522924732,-0.8090169943749473
2019-10-14,-710.51,0.0,-6095.99,7,9101Z,35,-0.87,0.5,-0.587785252292473,-0.8090169943749475
2019-10-21,-372.49,0.0,-6468.48,7,9101Z,35,-0.87,0.5,-0.9510565162951536,0.30901699437494723
2019-10-28,-176.8,80.0,-6565.28,7,9101Z,35,-0.87,0.5,-2.4492935982947064e-16,1.0
2019-11-04,-383.29,625.0,-6323.57,7,9101Z,35,-0.5,0.87,0.5877852522924732,-0.8090169943749473
2019-11-11,-401.52,1590.0,-5135.09,7,9101Z,35,-0.5,0.87,-0.587785252292473,-0.8090169943749475
2019-11-18,-624.95,570.0,-5190.04,7,9101Z,35,-0.5,0.87,-0.9510565162951536,0.30901699437494723
2019-11-25,-2372.48,1080.0,-6482.52,7,9101Z,35,-0.5,0.87,-2.4492935982947064e-16,1.0
2019-12-02,-82.24,300.0,-6264.76,7,9101Z,35,-0.0,1.0,0.5877852522924732,-0.8090169943749473
2019-12-09,-1035.44,860.0,-6440.2,7,9101Z,35,-0.0,1.0,-0.587785252292473,-0.8090169943749475
2019-12-16,-1872.77,2400.0,-5912.97,7,9101Z,35,-0.0,1.0,-0.9510565162951536,0.30901699437494723
2019-12-23,-642.63,0.0,-6555.6,7,9101Z,35,-0.0,1.0,-2.4492935982947064e-16,1.0
2019-12-30,-28.9,400.0,-6184.5,7,9101Z,35,-0.0,1.0,-0.9510565162951529,0.30901699437494956
2020-01-06,-384.79,0.0,-6569.29,7,9101Z,35,0.5,0.87,0.5877852522924732,-0.8090169943749473
2020-01-13,-169.38,0.0,-6738.67,7,9101Z,35,0.5,0.87,-0.587785252292473,-0.8090169943749475
2020-01-20,-4.9,0.0,-6743.57,7,9101Z,35,0.5,0.87,-0.9510565162951536,0.30901699437494723
2020-01-27,-100.0,1750.0,-5093.57,7,9101Z,35,0.5,0.87,-2.4492935982947064e-16,1.0
2020-02-03,-365.63,0.0,-5459.2,7,9101Z,35,0.87,0.5,0.5877852522924732,-0.8090169943749473
2020-02-10,-571.69,0.0,-6030.89,7,9101Z,35,0.87,0.5,-0.587785252292473,-0.8090169943749475
2020-02-17,-379.23,0.0,-6410.12,7,9101Z,35,0.87,0.5,-0.9510565162951536,0.30901699437494723
2020-02-24,-165.95,560.0,-6016.07,7,9101Z,35,0.87,0.5,-2.4492935982947064e-16,1.0
2020-03-02,-155.68,160.0,-6011.75,7,9101Z,35,1.0,0.0,0.5877852522924732,-0.8090169943749473
2020-03-09,-1072.05,1335.0,-5748.8,7,9101Z,35,1.0,0.0,-0.587785252292473,-0.8090169943749475
2020-03-16,-516.95,0.0,-6265.75,7,9101Z,35,1.0,0.0,-0.9510565162951536,0.30901699437494723
2020-03-23,-279.33,0.0,-6545.08,7,9101Z,35,1.0,0.0,-2.4492935982947064e-16,1.0
2020-03-30,-154.37,0.0,-6699.45,7,9101Z,35,1.0,0.0,0.9510565162951535,0.30901699437494773
2020-04-06,-41.0,0.0,-6740.45,7,9101Z,35,0.87,-0.5,0.5877852522924732,-0.8090169943749473
2020-04-13,0.0,0.0,-6740.45,7,9101Z,35,0.87,-0.5,-0.587785252292473,-0.8090169943749475
2020-04-20,-280.29,400.0,-6620.74,7,9101Z,35,0.87,-0.5,-0.9510565162951536,0.30901699437494723
2020-04-27,-84.26,0.0,-6705.0,7,9101Z,35,0.87,-0.5,-2.4492935982947064e-16,1.0
2020-05-04,-631.45,2010.0,-5326.45,7,9101Z,35,0.5,-0.87,0.5877852522924732,-0.8090169943749473
2020-05-11,-1511.03,5045.0,-1792.48,7,9101Z,35,0.5,-0.87,-0.587785252292473,-0.8090169943749475
2020-05-18,-830.19,620.0,-2002.67,7,9101Z,35,0.5,-0.87,-0.9510565162951536,0.30901699437494723
2020-05-25,-1918.91,2310.0,-1611.58,7,9101Z,35,0.5,-0.87,-2.4492935982947064e-16,1.0
2020-06-01,-2336.19,730.0,-3217.77,7,9101Z,35,0.0,-1.0,0.9510565162951535,0.30901699437494745
2020-06-08,-2471.05,3440.0,-2248.82,7,9101Z,35,0.0,-1.0,0.5877852522924732,-0.8090169943749473
2020-06-15,-2017.27,1000.0,-3266.09,7,9101Z,35,0.0,-1.0,-0.587785252292473,-0.8090169943749475
2020-06-22,-1055.42,2200.0,-2121.51,7,9101Z,35,0.0,-1.0,-0.9510565162951536,0.30901699437494723
2020-06-29,-889.58,250.0,-2761.09,7,9101Z,35,0.0,-1.0,-2.4492935982947064e-16,1.0
2020-07-06,-508.37,200.0,-3069.46,7,9101Z,35,-0.5,-0.87,0.5877852522924732,-0.8090169943749473
2020-07-13,-1716.89,2600.0,-2186.35,7,9101Z,35,-0.5,-0.87,-0.587785252292473,-0.8090169943749475
2020-07-20,-278.78,2140.0,-325.13,7,9101Z,35,-0.5,-0.87,-0.9510565162951536,0.30901699437494723
2020-07-27,-2788.14,2970.0,-143.27,7,9101Z,35,-0.5,-0.87,-2.4492935982947064e-16,1.0
2020-08-03,-611.52,404.0,-350.79,7,9101Z,35,-0.87,-0.5,0.5877852522924732,-0.8090169943749473
2020-08-10,-1642.94,1390.0,-603.73,7,9101Z,35,-0.87,-0.5,-0.587785252292473,-0.8090169943749475
2020-08-17,-1540.89,3400.0,1255.38,7,9101Z,35,-0.87,-0.5,-0.9510565162951536,0.30901699437494723
2020-08-24,-1917.4,1149.0,486.98,7,9101Z,35,-0.87,-0.5,-2.4492935982947064e-16,1.0
2020-08-31,-1987.93,2402.0,901.05,7,9101Z,35,-0.87,-0.5,0.9510565162951535,0.30901699437494773
2020-09-07,-2479.82,1785.0,206.23,7,9101Z,35,-1.0,-0.0,0.5877852522924732,-0.8090169943749473
2020-09-14,-2076.12,3000.0,1130.11,7,9101Z,35,-1.0,-0.0,-0.587785252292473,-0.8090169943749475
2020-09-21,-3254.01,3402.0,1278.1,7,9101Z,35,-1.0,-0.0,-0.9510565162951536,0.30901699437494723
2020-09-28,-504.9,0.0,773.2,7,9101Z,35,-1.0,-0.0,-2.4492935982947064e-16,1.0
2020-01-13,-60.85,0.0,-44450.02,8,6201Z,172,0.5,0.87,-0.587785252292473,-0.8090169943749475
2020-01-20,-94.37,0.0,-44544.39,8,6201Z,172,0.5,0.87,-0.9510565162951536,0.30901699437494723
2020-01-27,-37.81,1521.22,-43060.98,8,6201Z,172,0.5,0.87,-2.4492935982947064e-16,1.0
2020-02-03,-95.1,0.0,-43156.08,8,6201Z,172,0.87,0.5,0.5877852522924732,-0.8090169943749473
2020-02-10,-75.0,0.0,-43231.08,8,6201Z,172,0.87,0.5,-0.587785252292473,-0.8090169943749475
2020-02-17,-334.24,0.0,-43565.32,8,6201Z,172,0.87,0.5,-0.9510565162951536,0.30901699437494723
2020-02-24,-4524.0,7200.0,-40889.32,8,6201Z,172,0.87,0.5,-2.4492935982947064e-16,1.0
2020-03-02,-150.0,0.0,-41039.32,8,6201Z,172,1.0,0.0,0.5877852522924732,-0.8090169943749473
2020-03-09,-71.1,0.0,-41110.42,8,6201Z,172,1.0,0.0,-0.587785252292473,-0.8090169943749475
2020-03-16,-402.63,300.0,-41213.05,8,6201Z,172,1.0,0.0,-0.9510565162951536,0.30901699437494723
2020-03-23,-20.04,0.0,-41233.09,8,6201Z,172,1.0,0.0,-2.4492935982947064e-16,1.0
2020-03-30,0.0,0.0,-41233.09,8,6201Z,172,1.0,0.0,0.9510565162951535,0.30901699437494773
2020-04-06,-136.88,0.0,-41369.97,8,6201Z,172,0.87,-0.5,0.5877852522924732,-0.8090169943749473
2020-04-13,-23.69,0.0,-41393.66,8,6201Z,172,0.87,-0.5,-0.587785252292473,-0.8090169943749475
2020-04-20,-79.99,0.0,-41473.65,8,6201Z,172,0.87,-0.5,-0.9510565162951536,0.30901699437494723
2020-04-27,-56.1,7200.0,-34329.75,8,6201Z,172,0.87,-0.5,-2.4492935982947064e-16,1.0
2020-05-04,-120.0,0.0,-34449.75,8,6201Z,172,0.5,-0.87,0.5877852522924732,-0.8090169943749473
2020-05-11,-100.29,0.0,-34550.04,8,6201Z,172,0.5,-0.87,-0.587785252292473,-0.8090169943749475
2020-05-18,-76.0,0.0,-34626.04,8,6201Z,172,0.5,-0.87,-0.9510565162951536,0.30901699437494723
2020-05-25,-94.87,0.0,-34720.91,8,6201Z,172,0.5,-0.87,-2.4492935982947064e-16,1.0
2020-06-01,-59.99,75.0,-34705.9,8,6201Z,172,0.0,-1.0,0.9510565162951535,0.30901699437494745
2020-06-08,-132.39,0.0,-34838.29,8,6201Z,172,0.0,-1.0,0.5877852522924732,-0.8090169943749473
2020-06-15,-145.61,8060.4,-26923.5,8,6201Z,172,0.0,-1.0,-0.587785252292473,-0.8090169943749475
2020-06-22,-46.02,0.0,-26969.52,8,6201Z,172,0.0,-1.0,-0.9510565162951536,0.30901699437494723
2020-06-29,-900.0,0.0,-27869.52,8,6201Z,172,0.0,-1.0,-2.4492935982947064e-16,1.0
2020-07-06,-101.72,0.0,-27971.24,8,6201Z,172,-0.5,-0.87,0.5877852522924732,-0.8090169943749473
2020-07-13,-70.0,0.0,-28041.24,8,6201Z,172,-0.5,-0.87,-0.587785252292473,-0.8090169943749475
2020-07-20,-104.24,0.0,-28145.48,8,6201Z,172,-0.5,-0.87,-0.9510565162951536,0.30901699437494723
2020-07-27,-82.5,5200.0,-23027.98,8,6201Z,172,-0.5,-0.87,-2.4492935982947064e-16,1.0
2020-08-03,-156.08,22600.12,-583.94,8,6201Z,172,-0.87,-0.5,0.5877852522924732,-0.8090169943749473
