date,amount,amount_other,balance,account_id,business_NAF_code,user_id,month_sin,month_cos
2020-05-31,0.0,-1998.8,-5874.92,12,6201Z,197,0.5,-0.87
2020-06-30,1000.0,-1087.96,-5962.88,12,6201Z,197,0.0,-1.0
2020-07-31,5018.2,-2376.12,-3320.8,12,6201Z,197,-0.5,-0.87
2020-08-31,8020.15,-4540.98,158.37,12,6201Z,197,-0.87,-0.5
2020-09-30,4218.0,-3946.5,429.87,12,6201Z,197,-1.0,-0.0
2018-12-31,40.0,-10.0,30.0,13,6201Z,197,-0.0,1.0
2019-01-31,750.0,-9.0,771.0,13,6201Z,197,0.5,0.87
2019-02-28,0.0,-767.3,3.7,13,6201Z,197,0.87,0.5
2019-03-31,6385.0,-9.0,6379.7,13,6201Z,197,1.0,0.0
2019-04-30,1200.0,-5459.0,2120.7,13,6201Z,197,0.87,-0.5
2019-05-31,12913.53,-14311.0,723.23,13,6201Z,197,0.5,-0.87
2019-06-30,6415.0,-709.0,6429.23,13,6201Z,197,0.0,-1.0
2019-07-31,4790.0,-1825.0,9394.23,13,6201Z,197,-0.5,-0.87
2019-08-31,6834.0,-6741.2,9487.03,13,6201Z,197,-0.87,-0.5
2019-09-30,6834.0,-8309.0,8012.03,13,6201Z,197,-1.0,-0.0
2019-10-31,6327.0,-4245.0,10094.03,13,6201Z,197,-0.87,0.5
2019-11-30,10650.8,-11690.0,9054.83,13,6201Z,197,-0.5,0.87
2019-12-31,9246.0,-2809.0,15491.83,13,6201Z,197,-0.0,1.0
2020-01-31,0.0,-9824.0,5667.83,13,6201Z,197,0.5,0.87
2020-02-29,0.0,-5452.0,215.83,13,6201Z,197,0.87,0.5
2020-03-31,300.0,-215.83,300.0,13,6201Z,197,1.0,0.0
2020-04-30,1509.0,-53.0,1756.0,13,6201Z,197,0.87,-0.5
2020-05-31,1509.0,-385.0,2880.0,13,6201Z,197,0.5,-0.87
2020-06-30,1509.0,-2599.0,1790.0,13,6201Z,197,0.0,-1.0
2020-07-31,0.0,-1779.92,10.08,13,6201Z,197,-0.5,-0.87
2020-08-31,12960.0,-9753.92,3216.16,13,6201Z,197,-0.87,-0.5
2020-09-30,8640.0,-11843.92,12.24,13,6201Z,197,-1.0,-0.0
2018-05-31,418.11,-387.3,1916.77,14,4321A,38,0.5,-0.87
2018-06-30,218.49,-249.12,1886.14,14,4321A,38,0.0,-1.0
2018-07-31,0.0,-0.18,1885.96,14,4321A,38,-0.5,-0.87
2018-08-31,179.0,-178.76,1886.2,14,4321A,38,-0.87,-0.5
2018-09-30,991.62,-991.64,1886.18,14,4321A,38,-1.0,-0.0
2018-10-31,57.86,-57.3,1886.74,14,4321A,38,-0.87,0.5
2018-11-30,0.0,0.0,1886.74,14,4321A,38,-0.5,0.87
2018-12-31,0.0,0.0,1886.74,14,4321A,38,-0.0,1.0
2019-01-31,0.0,-0.78,1885.96,14,4321A,38,0.5,0.87
2019-02-28,0.0,0.0,1885.96,14,4321A,38,0.87,0.5
2019-03-31,963.93,-962.35,1887.54,14,4321A,38,1.0,0.0
2019-04-30,832.38,-833.72,1886.2,14,4321A,38,0.87,-0.5
2019-05-31,0.0,-0.24,1885.96,14,4321A,38,0.5,-0.87
2019-06-30,0.0,0.0,1885.96,14,4321A,38,0.0,-1.0
2019-07-31,54.25,-54.0,1886.21,14,4321A,38,-0.5,-0.87
2019-08-31,0.0,0.0,1886.21,14,4321A,38,-0.87,-0.5
2019-09-30,64.5,-63.79,1886.92,14,4321A,38,-1.0,-0.0
2019-10-31,2000.0,-1923.47,1963.45,14,4321A,38,-0.87,0.5
2019-11-30,1676.14,-1734.67,1904.92,14,4321A,38,-0.5,0.87
2019-12-31,198.5,-56.28,2047.14,14,4321A,38,-0.0,1.0
2020-01-31,0.0,-160.03,1887.11,14,4321A,38,0.5,0.87
2020-02-29,0.0,0.0,1887.11,14,4321A,38,0.87,0.5
2020-03-31,259.28,-260.12,1886.27,14,4321A,38,1.0,0.0
2020-04-30,1561.85,-1408.1,2040.02,14,4321A,38,0.87,-0.5
2020-05-31,1500.0,-1643.65,1896.37,14,4321A,38,0.5,-0.87
2020-06-30,1500.0,-1405.94,1990.43,14,4321A,38,0.0,-1.0
2020-07-31,1728.18,-2105.37,1613.24,14,4321A,38,-0.5,-0.87
2020-08-31,457.46,-1751.41,319.29,14,4321A,38,-0.87,-0.5
2020-09-30,1.46,-266.11,54.64,14,4321A,38,-1.0,-0.0
2019-07-31,20.0,0.0,-2960.0,16,5320Z,188,-0.5,-0.87
2019-08-31,425.0,-431.53,-2966.53,16,5320Z,188,-0.87,-0.5
2019-09-30,55.0,-66.96,-2978.49,16,5320Z,188,-1.0,-0.0
2019-10-31,330.0,-331.01,-2979.5,16,5320Z,188,-0.87,0.5
2019-11-30,10.5,-10.5,-2979.5,16,5320Z,188,-0.5,0.87
2019-12-31,0.0,0.0,-2979.5,16,5320Z,188,-0.0,1.0
2020-01-31,0.0,0.0,-2979.5,16,5320Z,188,0.5,0.87
2020-02-29,0.0,0.0,-2979.5,16,5320Z,188,0.87,0.5
2020-03-31,0.0,0.0,-2979.5,16,5320Z,188,1.0,0.0
2020-04-30,0.0,0.0,-2979.5,16,5320Z,188,0.87,-0.5
2020-05-31,0.0,0.0,-2979.5,16,5320Z,188,0.5,-0.87
2020-06-30,100.0,-97.2,-2976.7,16,5320Z,188,0.0,-1.0
2020-07-31,3000.0,-10.8,12.5,16,5320Z,188,-0.5,-0.87
2020-08-31,0.0,-10.8,1.7,16,5320Z,188,-0.87,-0.5
2020-01-31,115.4,-114.88,-1536.48,19,5320Z,119,0.5,0.87
2020-02-29,267.55,-267.55,-1536.48,19,5320Z,119,0.87,0.5
2020-03-31,271.25,-269.79,-1535.02,19,5320Z,119,1.0,0.0
2020-04-30,1614.42,-191.34,-111.94,19,5320Z,119,0.87,-0.5
2020-05-31,3500.0,-3387.29,0.77,19,5320Z,119,0.5,-0.87
2020-06-30,1500.0,-1500.52,0.25,19,5320Z,119,0.0,-1.0
2020-07-31,1500.0,-1202.75,297.5,19,5320Z,119,-0.5,-0.87
2020-08-31,0.0,-297.39,0.11,19,5320Z,119,-0.87,-0.5
2018-11-30,915.0,-910.8,-19124.5,20,7112B,146,-0.5,0.87
2018-12-31,5674.5,-1042.92,-14492.92,20,7112B,146,-0.0,1.0
2019-01-31,7333.2,-6708.42,-13868.14,20,7112B,146,0.5,0.87
2019-02-28,4949.41,-5588.67,-14507.4,20,7112B,146,0.87,0.5
2019-03-31,3111.4,-3353.94,-14749.94,20,7112B,146,1.0,0.0
2019-04-30,7382.3,-7300.05,-14667.69,20,7112B,146,0.87,-0.5
2019-05-31,5276.0,-2854.8,-12246.49,20,7112B,146,0.5,-0.87
2019-06-30,7657.52,-7653.26,-12242.23,20,7112B,146,0.0,-1.0
2019-07-31,7546.15,-4578.55,-9274.63,20,7112B,146,-0.5,-0.87
2019-08-31,7959.0,-5514.79,-6830.42,20,7112B,146,-0.87,-0.5
2019-09-30,3952.0,-3967.79,-6846.21,20,7112B,146,-1.0,-0.0
2019-10-31,5078.09,-5055.37,-6823.49,20,7112B,146,-0.87,0.5
2019-11-30,6578.21,-5887.51,-6132.79,20,7112B,146,-0.5,0.87
2019-12-31,1548.88,-2244.18,-6828.09,20,7112B,146,-0.0,1.0
2020-01-31,220.18,-240.19,-6848.1,20,7112B,146,0.5,0.87
2020-02-29,3420.0,-3421.57,-6849.67,20,7112B,146,0.87,0.5
2020-03-31,900.0,-898.83,-6848.5,20,7112B,146,1.0,0.0
2020-04-30,0.0,0.0,-6848.5,20,7112B,146,0.87,-0.5
2020-05-31,13408.28,-8558.98,-1999.2,20,7112B,146,0.5,-0.87
2020-06-30,5804.0,-5802.4,-1997.6,20,7112B,146,0.0,-1.0
2020-07-31,8150.0,-6150.48,1.92,20,7112B,146,-0.5,-0.87
2020-08-31,3688.0,-3299.87,390.05,20,7112B,146,-0.87,-0.5
2020-09-30,0.0,-388.9,1.15,20,7112B,146,-1.0,-0.0
2018-10-31,219.65,-10.8,3217.25,22,4619B,222,-0.87,0.5
2018-11-30,10.8,-115.21,3112.84,22,4619B,222,-0.5,0.87
2018-12-31,1405.67,-1340.7,3177.81,22,4619B,222,-0.0,1.0
2019-01-31,563.88,-525.64,3216.05,22,4619B,222,0.5,0.87
2019-02-28,363.15,-427.81,3151.39,22,4619B,222,0.87,0.5
2019-03-31,512.0,-361.44,3301.95,22,4619B,222,1.0,0.0
2019-04-30,1224.82,-827.41,3699.36,22,4619B,222,0.87,-0.5
2019-05-31,1120.0,-1589.8,3229.56,22,4619B,222,0.5,-0.87
2019-06-30,2193.22,-2290.18,3132.6,22,4619B,222,0.0,-1.0
2019-07-31,645.03,-749.58,3028.05,22,4619B,222,-0.5,-0.87
2019-08-31,2126.65,-1974.91,3179.79,22,4619B,222,-0.87,-0.5
2019-09-30,2818.18,-2420.04,3577.93,22,4619B,222,-1.0,-0.0
2019-10-31,3817.8,-3645.72,3750.01,22,4619B,222,-0.87,0.5
2019-11-30,2007.24,-2619.83,3137.42,22,4619B,222,-0.5,0.87
2019-12-31,4144.47,-3665.18,3616.71,22,4619B,222,-0.0,1.0
2020-01-31,1564.64,-2127.19,3054.16,22,4619B,222,0.5,0.87
2020-02-29,1632.86,-1319.73,3367.29,22,4619B,222,0.87,0.5
2020-03-31,2043.99,-2068.47,3342.81,22,4619B,222,1.0,0.0
2020-04-30,1919.64,-1950.26,3312.19,22,4619B,222,0.87,-0.5
2020-05-31,2606.36,-2331.82,3586.73,22,4619B,222,0.5,-0.87
2020-06-30,3895.53,-8127.72,-645.46,22,4619B,222,0.0,-1.0
2020-07-31,3756.15,-2404.22,706.47,22,4619B,222,-0.5,-0.87
2020-08-31,2721.61,-2992.05,436.03,22,4619B,222,-0.87,-0.5
2020-09-30,2113.69,-2245.56,304.16,22,4619B,222,-1.0,-0.0
2019-03-31,1175.0,-1130.21,-2855.21,24,4399B,44,1.0,0.0
2019-04-30,607.5,-508.65,-2756.36,24,4399B,44,0.87,-0.5
2019-05-31,0.0,-142.5,-2898.86,24,4399B,44,0.5,-0.87
2019-06-30,1282.5,-530.08,-2146.44,24,4399B,44,0.0,-1.0
2019-07-31,742.5,-1086.25,-2490.19,24,4399B,44,-0.5,-0.87
2019-08-31,0.0,-405.55,-2895.74,24,4399B,44,-0.87,-0.5
2019-09-30,0.0,-0.8,-2896.54,24,4399B,44,-1.0,-0.0
2019-10-31,0.0,-1.6,-2898.14,24,4399B,44,-0.87,0.5
2019-11-30,4403.0,-2395.8,-890.94,24,4399B,44,-0.5,0.87
2019-12-31,800.0,-802.69,-893.63,24,4399B,44,-0.0,1.0
2020-01-31,2275.0,-1381.65,-0.28,24,4399B,44,0.5,0.87
2020-02-29,2080.0,-2010.33,69.39,24,4399B,44,0.87,0.5
2020-03-31,0.0,-67.15,2.24,24,4399B,44,1.0,0.0
2020-04-30,100.0,-101.38,0.86,24,4399B,44,0.87,-0.5
2020-05-31,0.0,0.0,0.86,24,4399B,44,0.5,-0.87
2020-06-30,0.0,-0.02,0.84,24,4399B,44,0.0,-1.0
2019-12-31,1773.4,-408.8,4805.3,25,7022Z,56,-0.0,1.0
2020-01-31,665.0,-4671.06,799.24,25,7022Z,56,0.5,0.87
2020-02-29,865.0,-2381.32,-717.08,25,7022Z,56,0.87,0.5
2020-03-31,1795.0,-1650.13,-572.21,25,7022Z,56,1.0,0.0
2020-04-30,2880.0,-2286.14,21.65,25,7022Z,56,0.87,-0.5
2020-05-31,2150.0,-2980.75,-809.1,25,7022Z,56,0.5,-0.87
2020-06-30,2232.0,-2172.12,-749.22,25,7022Z,56,0.0,-1.0
2020-07-31,2634.53,-2558.63,-673.32,25,7022Z,56,-0.5,-0.87
2020-08-31,4608.0,-3526.3,408.38,25,7022Z,56,-0.87,-0.5
2020-09-30,2090.0,-1891.39,606.99,25,7022Z,56,-1.0,-0.0
2018-11-30,1730.0,-1448.81,-7188.01,26,8121Z,139,-0.5,0.87
2018-12-31,4320.0,-2466.16,-5334.17,26,8121Z,139,-0.0,1.0
2019-01-31,1170.0,-2089.03,-6253.2,26,8121Z,139,0.5,0.87
2019-02-28,770.0,-866.03,-6349.23,26,8121Z,139,0.87,0.5
2019-03-31,1880.0,-1790.09,-6259.32,26,8121Z,139,1.0,0.0
2019-04-30,900.0,-819.1,-6178.42,26,8121Z,139,0.87,-0.5
2019-05-31,656.5,-950.1,-6472.02,26,8121Z,139,0.5,-0.87
2019-06-30,65.73,-252.34,-6658.63,26,8121Z,139,0.0,-1.0
2019-07-31,250.9,-78.36,-6486.09,26,8121Z,139,-0.5,-0.87
2019-08-31,485.0,-367.93,-6369.02,26,8121Z,139,-0.87,-0.5
2019-09-30,500.0,-438.51,-6307.53,26,8121Z,139,-1.0,-0.0
2019-10-31,3400.0,-3060.97,-5968.5,26,8121Z,139,-0.87,0.5
2019-11-30,5979.2,-1782.59,-1771.89,26,8121Z,139,-0.5,0.87
2019-12-31,5131.31,-1708.78,1650.64,26,8121Z,139,-0.0,1.0
2020-01-31,1145.0,-1747.67,1047.97,26,8121Z,139,0.5,0.87
2020-02-29,1040.0,-2673.48,-585.51,26,8121Z,139,0.87,0.5
2020-03-31,1920.0,-2237.08,-902.59,26,8121Z,139,1.0,0.0
2020-04-30,1210.0,-1401.66,-1094.25,26,8121Z,139,0.87,-0.5
2020-05-31,812.45,-1011.57,-1293.37,26,8121Z,139,0.5,-0.87
2020-06-30,1997.11,-1370.87,-667.13,26,8121Z,139,0.0,-1.0
2020-07-31,3463.54,-3645.92,-849.51,26,8121Z,139,-0.5,-0.87
2020-08-31,4380.0,-3177.89,352.6,26,8121Z,139,-0.87,-0.5
2020-09-30,3270.0,-2263.12,1359.48,26,8121Z,139,-1.0,-0.0
2020-03-31,220.0,-15.0,98.2,27,8130Z,136,1.0,0.0
2020-04-30,9.6,-176.74,-68.94,27,8130Z,136,0.87,-0.5
2020-05-31,9.6,-19.2,-78.54,27,8130Z,136,0.5,-0.87
2020-06-30,9.6,-80.8,-149.74,27,8130Z,136,0.0,-1.0
2020-07-31,9.6,-30.86,-171.0,27,8130Z,136,-0.5,-0.87
2020-08-31,209.6,-45.5,-6.9,27,8130Z,136,-0.87,-0.5
2020-09-30,0.0,-9.6,-16.5,27,8130Z,136,-1.0,-0.0
2020-02-29,17586.33,-10204.59,8961.09,28,6622Z,258,0.87,0.5
2020-03-31,33321.21,-24343.72,17938.58,28,6622Z,258,1.0,0.0
2020-04-30,21778.29,-38402.77,1314.1,28,6622Z,258,0.87,-0.5
2020-05-31,33619.68,-13986.13,20947.65,28,6622Z,258,0.5,-0.87
2020-06-30,17833.97,-38548.95,232.67,28,6622Z,258,0.0,-1.0
2020-07-31,22478.13,-22672.26,38.54,28,6622Z,258,-0.5,-0.87
2020-08-31,15810.07,-15847.48,1.13,28,6622Z,258,-0.87,-0.5
2020-09-30,17053.37,-16894.11,160.39,28,6622Z,258,-1.0,-0.0
2020-02-29,9790.99,-6085.41,10114.3,29,6622Z,258,0.87,0.5
2020-03-31,19093.47,-19853.01,9354.76,29,6622Z,258,1.0,0.0
2020-04-30,12221.57,-13509.72,8066.61,29,6622Z,258,0.87,-0.5
2020-05-31,13500.26,-16457.27,5109.6,29,6622Z,258,0.5,-0.87
2020-06-30,11248.45,-16152.01,206.04,29,6622Z,258,0.0,-1.0
2020-07-31,12837.55,-12886.29,157.3,29,6622Z,258,-0.5,-0.87
2020-08-31,24615.82,-19440.26,5332.86,29,6622Z,258,-0.87,-0.5
2020-09-30,13227.47,-17032.16,1528.17,29,6622Z,258,-1.0,-0.0
2020-02-29,1200.0,-930.42,-3477.75,30,6622Z,258,0.87,0.5
2020-03-31,5502.87,-5576.92,-3551.8,30,6622Z,258,1.0,0.0
2020-04-30,10927.52,-6743.19,632.53,30,6622Z,258,0.87,-0.5
2020-05-31,6058.4,-5429.35,1261.58,30,6622Z,258,0.5,-0.87
2020-06-30,7680.2,-7428.81,1512.97,30,6622Z,258,0.0,-1.0
2020-07-31,4010.0,-5375.66,147.31,30,6622Z,258,-0.5,-0.87
2020-08-31,5888.0,-4997.11,1038.2,30,6622Z,258,-0.87,-0.5
2020-09-30,6200.0,-6870.08,368.12,30,6622Z,258,-1.0,-0.0
2019-09-30,1120.4,-467.15,-10107.76,31,7022Z,150,-1.0,-0.0
2019-10-31,1624.23,-2277.41,-10760.94,31,7022Z,150,-0.87,0.5
2019-11-30,1387.18,-904.63,-10278.39,31,7022Z,150,-0.5,0.87
2019-12-31,124.1,-606.04,-10760.33,31,7022Z,150,-0.0,1.0
2020-01-31,1438.99,-603.56,-9924.9,31,7022Z,150,0.5,0.87
2020-02-29,600.0,-729.49,-10054.39,31,7022Z,150,0.87,0.5
2020-03-31,1657.17,-2863.04,-11260.26,31,7022Z,150,1.0,0.0
2020-04-30,3926.78,-1427.51,-8760.99,31,7022Z,150,0.87,-0.5
2020-05-31,7059.39,-5683.86,-7385.46,31,7022Z,150,0.5,-0.87
2020-06-30,8710.13,-4414.6,-3089.93,31,7022Z,150,0.0,-1.0
2020-07-31,7861.9,-3187.85,1584.12,31,7022Z,150,-0.5,-0.87
2020-08-31,4591.6,-5351.01,824.71,31,7022Z,150,-0.87,-0.5
2020-09-30,6395.3,-7205.68,14.33,31,7022Z,150,-1.0,-0.0
2018-07-31,1500.0,-1155.0,345.0,32,7022Z,32,-0.5,-0.87
2018-08-31,3300.0,-2500.0,1145.0,32,7022Z,32,-0.87,-0.5
2018-09-30,0.0,0.0,1145.0,32,7022Z,32,-1.0,-0.0
2018-10-31,6600.0,-6066.0,1679.0,32,7022Z,32,-0.87,0.5
2018-11-30,3500.0,-2650.0,2529.0,32,7022Z,32,-0.5,0.87
2018-12-31,3300.0,-2500.0,3329.0,32,7022Z,32,-0.0,1.0
2019-01-31,0.0,-2975.0,354.0,32,7022Z,32,0.5,0.87
2019-02-28,0.0,0.0,354.0,32,7022Z,32,0.87,0.5
2019-03-31,0.0,0.0,354.0,32,7022Z,32,1.0,0.0
2019-04-30,0.0,-354.0,0.0,32,7022Z,32,0.87,-0.5
2019-05-31,0.0,0.0,0.0,32,7022Z,32,0.5,-0.87
2019-06-30,0.0,0.0,0.0,32,7022Z,32,0.0,-1.0
2019-07-31,0.0,0.0,0.0,32,7022Z,32,-0.5,-0.87
2019-08-31,0.0,0.0,0.0,32,7022Z,32,-0.87,-0.5
2019-09-30,0.0,0.0,0.0,32,7022Z,32,-1.0,-0.0
2019-10-31,0.0,0.0,0.0,32,7022Z,32,-0.87,0.5
2019-11-30,0.0,0.0,0.0,32,7022Z,32,-0.5,0.87
2019-12-31,0.0,0.0,0.0,32,7022Z,32,-0.0,1.0
2020-01-31,0.0,0.0,0.0,32,7022Z,32,0.5,0.87
2020-02-29,0.0,0.0,0.0,32,7022Z,32,0.87,0.5
2020-03-31,0.0,0.0,0.0,32,7022Z,32,1.0,0.0
2020-04-30,0.0,0.0,0.0,32,7022Z,32,0.87,-0.5
2020-05-31,0.0,0.0,0.0,32,7022Z,32,0.5,-0.87
2020-06-30,250.0,-190.0,60.0,32,7022Z,32,0.0,-1.0
2020-07-31,0.0,0.0,60.0,32,7022Z,32,-0.5,-0.87
2020-08-31,0.0,-56.0,4.0,32,7022Z,32,-0.87,-0.5
2019-02-28,9499.44,-6169.44,824.74,33,6201Z,107,0.87,0.5
2019-03-31,2671.5,-3001.99,494.25,33,6201Z,107,1.0,0.0
2019-04-30,4207.28,-3635.56,1065.97,33,6201Z,107,0.87,-0.5
2019-05-31,3838.88,-5005.0,-100.15,33,6201Z,107,0.5,-0.87
2019-06-30,13217.01,-4317.98,8798.88,33,6201Z,107,0.0,-1.0
2019-07-31,3235.23,-4207.57,7826.54,33,6201Z,107,-0.5,-0.87
2019-08-31,2720.31,-3589.95,6956.9,33,6201Z,107,-0.87,-0.5
2019-09-30,3815.0,-2588.02,8183.88,33,6201Z,107,-1.0,-0.0
2019-10-31,4498.0,-3661.73,9020.15,33,6201Z,107,-0.87,0.5
2019-11-30,5206.0,-3146.62,11079.53,33,6201Z,107,-0.5,0.87
2019-12-31,5188.9,-4905.18,11363.25,33,6201Z,107,-0.0,1.0
2020-01-31,8.68,-3508.1,7863.83,33,6201Z,107,0.5,0.87
2020-02-29,3636.7,-3518.13,7982.4,33,6201Z,107,0.87,0.5
2020-03-31,826.81,-2322.9,6486.31,33,6201Z,107,1.0,0.0
2020-04-30,5374.49,-3200.49,8660.31,33,6201Z,107,0.87,-0.5
2020-05-31,4370.82,-3039.43,9991.7,33,6201Z,107,0.5,-0.87
2020-06-30,271.0,-2584.38,7678.32,33,6201Z,107,0.0,-1.0
2020-07-31,6847.7,-3744.33,10781.69,33,6201Z,107,-0.5,-0.87
2020-08-31,991.0,-5148.96,6623.73,33,6201Z,107,-0.87,-0.5
2020-09-30,2444.5,-1929.41,7138.82,33,6201Z,107,-1.0,-0.0
2019-04-30,100.0,0.0,-2235.0,34,8121Z,177,0.87,-0.5
2019-05-31,0.0,-95.8,-2330.8,34,8121Z,177,0.5,-0.87
